X,Y,ASCII,Foreground,Background
64,9,0,#000000,#000000
65,9,0,#000000,#000000
66,9,0,#000000,#000000
67,9,0,#000000,#000000
68,9,0,#000000,#000000
69,9,0,#000000,#000000
70,9,0,#000000,#000000
71,9,0,#000000,#000000
72,9,0,#000000,#000000
73,9,0,#000000,#000000
74,9,0,#000000,#000000
75,9,0,#000000,#000000
76,9,0,#000000,#000000
77,9,0,#000000,#000000
78,9,0,#000000,#000000
79,9,0,#000000,#000000
80,9,0,#000000,#000000
81,9,0,#000000,#000000
82,9,0,#000000,#000000
83,9,0,#000000,#000000
84,9,0,#000000,#000000
85,9,0,#FFFFFF,#000000
86,9,219,#FFFFFF,#000000
87,9,219,#FFFFFF,#000000
88,9,221,#FFFFFF,#000000
89,9,0,#000000,#000000
90,9,0,#000000,#000000
91,9,0,#000000,#000000
92,9,0,#000000,#000000
93,9,0,#000000,#000000
94,9,0,#000000,#000000
95,9,0,#000000,#000000
96,9,0,#000000,#000000
97,9,0,#000000,#000000
98,9,0,#000000,#000000
99,9,0,#000000,#000000
0,10,0,#000000,#000000
1,10,0,#000000,#000000
2,10,0,#000000,#000000
3,10,0,#000000,#000000
4,10,0,#000000,#000000
5,10,0,#000000,#000000
6,10,0,#000000,#000000
7,10,0,#000000,#000000
8,10,0,#000000,#000000
9,10,0,#000000,#000000
10,10,0,#000000,#000000
11,10,0,#000000,#000000
12,10,0,#000000,#000000
13,10,0,#000000,#000000
14,10,0,#000000,#000000
15,10,0,#000000,#000000
16,10,0,#000000,#000000
17,10,0,#000000,#000000
18,10,0,#000000,#000000
19,10,0,#000000,#000000
20,10,0,#000000,#000000
21,10,0,#000000,#000000
22,10,0,#000000,#000000
23,10,0,#000000,#000000
24,10,0,#000000,#000000
25,10,0,#000000,#000000
26,10,0,#000000,#000000
27,10,0,#000000,#000000
28,10,0,#000000,#000000
29,10,0,#000000,#000000
30,10,0,#000000,#000000
31,10,0,#000000,#000000
32,10,0,#000000,#000000
33,10,0,#000000,#000000
34,10,0,#000000,#000000
35,10,0,#000000,#000000
36,10,0,#000000,#000000
37,10,0,#000000,#000000
38,10,0,#000000,#000000
39,10,0,#000000,#000000
40,10,0,#000000,#000000
41,10,0,#000000,#000000
42,10,0,#000000,#000000
43,10,0,#000000,#000000
44,10,0,#000000,#000000
45,10,0,#000000,#000000
46,10,0,#000000,#000000
47,10,0,#000000,#000000
48,10,0,#000000,#000000
49,10,0,#000000,#000000
50,10,0,#000000,#000000
51,10,0,#000000,#000000
52,10,0,#000000,#000000
53,10,0,#000000,#000000
54,10,0,#000000,#000000
55,10,0,#000000,#000000
56,10,0,#000000,#000000
57,10,176,#9E9E9E,#000000
58,10,177,#9E9E9E,#000000
59,10,177,#9E9E9E,#000000
60,10,176,#9E9E9E,#000000
61,10,0,#000000,#000000
62,10,0,#000000,#000000
63,10,0,#000000,#000000
64,10,0,#000000,#000000
65,10,0,#000000,#000000
66,10,0,#000000,#000000
67,10,0,#000000,#000000
68,10,0,#000000,#000000
69,10,0,#000000,#000000
70,10,0,#000000,#000000
71,10,0,#000000,#000000
72,10,0,#000000,#000000
73,10,42,#FFFFFF,#000000
74,10,0,#000000,#000000
75,10,0,#000000,#000000
76,10,0,#000000,#000000
77,10,0,#000000,#000000
78,10,0,#000000,#000000
79,10,0,#000000,#000000
80,10,0,#000000,#000000
81,10,0,#000000,#000000
82,10,0,#000000,#000000
83,10,0,#000000,#000000
84,10,0,#000000,#000000
85,10,220,#FFFFFF,#000000
86,10,219,#FFFFFF,#000000
87,10,221,#FFFFFF,#000000
88,10,0,#000000,#000000
89,10,0,#000000,#000000
90,10,0,#000000,#000000
91,10,0,#000000,#000000
92,10,0,#000000,#000000
93,10,0,#000000,#000000
94,10,0,#000000,#000000
95,10,0,#000000,#000000
96,10,0,#000000,#000000
97,10,0,#000000,#000000
98,10,0,#000000,#000000
99,10,0,#000000,#000000
0,11,0,#000000,#000000
1,11,0,#000000,#000000
2,11,0,#000000,#000000
3,11,0,#000000,#000000
4,11,0,#000000,#000000
5,11,0,#000000,#000000
6,11,0,#000000,#000000
7,11,0,#000000,#000000
8,11,0,#000000,#000000
9,11,0,#000000,#000000
10,11,0,#000000,#000000
11,11,0,#000000,#000000
12,11,0,#000000,#000000
13,11,0,#000000,#000000
14,11,0,#000000,#000000
15,11,0,#000000,#000000
16,11,0,#000000,#000000
17,11,0,#000000,#000000
18,11,0,#000000,#000000
19,11,0,#000000,#000000
20,11,0,#000000,#000000
21,11,0,#000000,#000000
22,11,0,#000000,#000000
23,11,0,#000000,#000000
24,11,0,#000000,#000000
25,11,0,#000000,#000000
26,11,0,#000000,#000000
27,11,0,#000000,#000000
28,11,0,#000000,#000000
29,11,0,#000000,#000000
30,11,0,#000000,#000000
31,11,0,#000000,#000000
32,11,0,#000000,#000000
33,11,0,#000000,#000000
34,11,0,#000000,#000000
35,11,0,#000000,#000000
36,11,0,#000000,#000000
37,11,0,#000000,#000000
38,11,0,#000000,#000000
39,11,0,#000000,#000000
40,11,0,#000000,#000000
41,11,0,#000000,#000000
42,11,0,#000000,#000000
43,11,0,#000000,#000000
44,11,0,#000000,#000000
45,11,0,#000000,#000000
46,11,0,#000000,#000000
47,11,0,#000000,#000000
48,11,0,#000000,#000000
49,11,0,#000000,#000000
50,11,0,#000000,#000000
51,11,0,#000000,#000000
52,11,0,#000000,#000000
53,11,0,#000000,#000000
54,11,0,#000000,#000000
55,11,0,#000000,#000000
56,11,0,#000000,#000000
57,11,0,#000000,#000000
58,11,176,#9E9E9E,#000000
59,11,176,#9E9E9E,#000000
60,11,176,#9E9E9E,#000000
61,11,176,#9E9E9E,#000000
62,11,0,#000000,#000000
63,11,0,#000000,#000000
64,11,6,#FFFF66,#004020
65,11,0,#000000,#000000
66,11,0,#000000,#000000
67,11,0,#000000,#000000
68,11,0,#000000,#000000
69,11,0,#000000,#000000
70,11,0,#000000,#000000
71,11,0,#000000,#000000
72,11,0,#000000,#000000
73,11,0,#000000,#000000
74,11,0,#000000,#000000
75,11,0,#000000,#000000
76,11,0,#000000,#000000
77,11,0,#000000,#000000
78,11,0,#000000,#000000
79,11,0,#000000,#000000
80,11,0,#000000,#000000
81,11,0,#000000,#000000
82,11,0,#000000,#000000
83,11,0,#000000,#000000
84,11,0,#000000,#000000
85,11,0,#FFFFFF,#000000
86,11,0,#FFFFFF,#000000
87,11,0,#000000,#000000
88,11,0,#000000,#000000
89,11,0,#000000,#000000
90,11,0,#000000,#000000
91,11,0,#000000,#000000
92,11,0,#000000,#000000
93,11,0,#000000,#000000
94,11,0,#000000,#000000
95,11,0,#000000,#000000
96,11,0,#000000,#000000
97,11,0,#000000,#000000
98,11,0,#000000,#000000
99,11,0,#000000,#000000
0,12,0,#000000,#000000
1,12,0,#000000,#000000
2,12,0,#000000,#000000
3,12,0,#000000,#000000
4,12,0,#000000,#000000
5,12,0,#000000,#000000
6,12,0,#000000,#000000
7,12,0,#000000,#000000
8,12,0,#000000,#000000
9,12,0,#000000,#000000
10,12,0,#000000,#000000
11,12,0,#000000,#000000
12,12,0,#000000,#000000
13,12,0,#000000,#000000
14,12,0,#000000,#000000
15,12,0,#000000,#000000
16,12,37,#FFFFFF,#000000
17,12,0,#000000,#000000
18,12,0,#000000,#000000
19,12,0,#000000,#000000
20,12,0,#000000,#000000
21,12,0,#000000,#000000
22,12,0,#000000,#000000
23,12,0,#000000,#000000
24,12,0,#000000,#000000
25,12,0,#000000,#000000
26,12,0,#000000,#000000
27,12,0,#000000,#000000
28,12,0,#000000,#000000
29,12,0,#000000,#000000
30,12,0,#000000,#000000
31,12,0,#000000,#000000
32,12,0,#000000,#000000
33,12,0,#000000,#000000
34,12,0,#000000,#000000
35,12,37,#FFFFFF,#000000
36,12,0,#000000,#000000
37,12,0,#000000,#000000
38,12,0,#000000,#000000
39,12,0,#000000,#000000
40,12,0,#000000,#000000
41,12,0,#000000,#000000
42,12,0,#000000,#000000
43,12,0,#000000,#000000
44,12,42,#FFFFFF,#000000
45,12,0,#000000,#000000
46,12,0,#000000,#000000
47,12,0,#000000,#000000
48,12,0,#000000,#000000
49,12,0,#000000,#000000
50,12,0,#000000,#000000
51,12,0,#000000,#000000
52,12,0,#000000,#000000
53,12,0,#000000,#000000
54,12,0,#000000,#000000
55,12,0,#000000,#000000
56,12,0,#000000,#000000
57,12,0,#000000,#000000
58,12,0,#000000,#000000
59,12,0,#000000,#000000
60,12,0,#000000,#000000
61,12,0,#000000,#000000
62,12,0,#000000,#000000
63,12,0,#000000,#000000
64,12,176,#004020,#000000
65,12,0,#FFFFFF,#000000
66,12,0,#000000,#000000
67,12,0,#000000,#000000
68,12,0,#000000,#000000
69,12,0,#000000,#000000
70,12,0,#000000,#000000
71,12,0,#000000,#000000
72,12,0,#000000,#000000
73,12,0,#000000,#000000
74,12,0,#33291A,#000000
75,12,0,#000000,#000000
76,12,0,#000000,#000000
77,12,0,#000000,#000000
78,12,0,#000000,#000000
79,12,0,#000000,#000000
80,12,0,#000000,#000000
81,12,42,#FFFFFF,#000000
82,12,0,#000000,#000000
83,12,0,#FFFFFF,#000000
84,12,0,#FFFFFF,#000000
85,12,0,#FFFFFF,#000000
86,12,0,#000000,#000000
87,12,0,#000000,#000000
88,12,0,#000000,#000000
89,12,0,#000000,#000000
90,12,0,#000000,#000000
91,12,0,#000000,#000000
92,12,0,#000000,#000000
93,12,0,#000000,#000000
94,12,0,#000000,#000000
95,12,0,#000000,#000000
96,12,0,#000000,#000000
97,12,0,#000000,#000000
98,12,0,#000000,#000000
99,12,0,#000000,#000000
0,13,0,#000000,#000000
1,13,0,#000000,#000000
2,13,0,#000000,#000000
3,13,0,#000000,#000000
4,13,37,#FFFFFF,#000000
5,13,0,#000000,#000000
6,13,0,#000000,#000000
7,13,7,#FFFFFF,#000000
8,13,0,#000000,#000000
9,13,0,#000000,#000000
10,13,0,#000000,#000000
11,13,0,#000000,#000000
12,13,0,#000000,#000000
13,13,0,#000000,#000000
14,13,0,#000000,#000000
15,13,0,#000000,#000000
16,13,0,#000000,#000000
17,13,0,#000000,#000000
18,13,0,#000000,#000000
19,13,0,#000000,#000000
20,13,0,#000000,#000000
21,13,0,#000000,#000000
22,13,0,#000000,#000000
23,13,0,#000000,#000000
24,13,0,#000000,#000000
25,13,0,#000000,#000000
26,13,0,#000000,#000000
27,13,0,#000000,#000000
28,13,0,#000000,#000000
29,13,0,#000000,#000000
30,13,0,#000000,#000000
31,13,0,#000000,#000000
32,13,0,#000000,#000000
33,13,0,#000000,#000000
34,13,0,#000000,#000000
35,13,0,#000000,#000000
36,13,0,#000000,#000000
37,13,0,#000000,#000000
38,13,0,#000000,#000000
39,13,0,#000000,#000000
40,13,0,#000000,#000000
41,13,0,#000000,#000000
42,13,0,#000000,#000000
43,13,0,#000000,#000000
44,13,0,#000000,#000000
45,13,0,#000000,#000000
46,13,0,#000000,#000000
47,13,0,#000000,#000000
48,13,0,#000000,#000000
49,13,0,#000000,#000000
50,13,0,#000000,#000000
51,13,0,#000000,#000000
52,13,0,#000000,#000000
53,13,0,#000000,#000000
54,13,0,#000000,#000000
55,13,0,#000000,#000000
56,13,37,#FFFFFF,#000000
57,13,0,#000000,#000000
58,13,0,#000000,#000000
59,13,0,#000000,#000000
60,13,0,#000000,#000000
61,13,0,#000000,#000000
62,13,0,#000000,#000000
63,13,0,#000000,#000000
64,13,176,#004020,#000000
65,13,0,#FFFFFF,#000000
66,13,0,#FFFFFF,#000000
67,13,0,#000000,#000000
68,13,0,#000000,#000000
69,13,37,#FFFFFF,#000000
70,13,0,#000000,#000000
71,13,0,#000000,#000000
72,13,0,#000000,#000000
73,13,0,#000000,#000000
74,13,0,#000000,#000000
75,13,0,#000000,#000000
76,13,0,#000000,#000000
77,13,0,#000000,#000000
78,13,0,#000000,#000000
79,13,0,#000000,#000000
80,13,0,#000000,#000000
81,13,0,#000000,#000000
82,13,0,#000000,#000000
83,13,0,#000000,#000000
84,13,0,#000000,#000000
85,13,0,#000000,#000000
86,13,0,#000000,#000000
87,13,0,#000000,#000000
88,13,0,#000000,#000000
89,13,0,#000000,#000000
90,13,0,#000000,#000000
91,13,0,#000000,#000000
92,13,0,#000000,#000000
93,13,0,#000000,#000000
94,13,0,#000000,#000000
95,13,0,#000000,#000000
96,13,0,#000000,#000000
97,13,0,#000000,#000000
98,13,0,#000000,#000000
99,13,0,#000000,#000000
0,14,0,#000000,#000000
1,14,0,#000000,#000000
2,14,0,#000000,#000000
3,14,0,#000000,#000000
4,14,0,#000000,#000000
5,14,0,#000000,#000000
6,14,0,#000000,#000000
7,14,0,#000000,#000000
8,14,0,#000000,#000000
9,14,0,#000000,#000000
10,14,0,#000000,#000000
11,14,0,#000000,#000000
12,14,0,#000000,#000000
13,14,0,#000000,#000000
14,14,0,#000000,#000000
15,14,0,#000000,#000000
16,14,0,#000000,#000000
17,14,0,#000000,#000000
18,14,0,#000000,#000000
19,14,0,#000000,#000000
20,14,0,#000000,#000000
21,14,0,#000000,#000000
22,14,0,#000000,#000000
23,14,0,#000000,#000000
24,14,0,#000000,#000000
25,14,7,#FFFFFF,#000000
26,14,0,#000000,#000000
27,14,0,#000000,#000000
28,14,0,#000000,#000000
29,14,0,#000000,#000000
30,14,0,#000000,#000000
31,14,0,#000000,#000000
32,14,0,#000000,#000000
33,14,0,#000000,#000000
34,14,0,#000000,#000000
35,14,0,#000000,#000000
36,14,0,#000000,#000000
37,14,0,#000000,#000000
38,14,0,#000000,#000000
39,14,0,#000000,#000000
40,14,0,#000000,#000000
41,14,0,#000000,#000000
42,14,0,#000000,#000000
43,14,0,#000000,#000000
44,14,0,#000000,#000000
45,14,0,#000000,#000000
46,14,0,#000000,#000000
47,14,0,#000000,#000000
48,14,0,#000000,#000000
49,14,0,#000000,#000000
50,14,0,#000000,#000000
51,14,0,#000000,#000000
52,14,35,#FFFFFF,#000000
53,14,0,#000000,#000000
54,14,0,#000000,#000000
55,14,0,#000000,#000000
56,14,0,#000000,#000000
57,14,0,#000000,#000000
58,14,0,#000000,#000000
59,14,0,#000000,#000000
60,14,0,#000000,#000000
61,14,0,#000000,#000000
62,14,0,#000000,#000000
63,14,0,#000000,#000000
64,14,176,#004020,#000000
65,14,176,#004020,#000000
66,14,0,#FFFFFF,#000000
67,14,0,#000000,#000000
68,14,0,#000000,#000000
69,14,0,#000000,#000000
70,14,0,#000000,#000000
71,14,0,#000000,#000000
72,14,0,#000000,#000000
73,14,0,#000000,#000000
74,14,0,#000000,#000000
75,14,0,#000000,#000000
76,14,0,#000000,#000000
77,14,0,#000000,#000000
78,14,0,#000000,#000000
79,14,0,#000000,#000000
80,14,0,#000000,#000000
81,14,0,#000000,#000000
82,14,0,#000000,#000000
83,14,0,#000000,#000000
84,14,0,#000000,#000000
85,14,0,#000000,#000000
86,14,0,#000000,#000000
87,14,0,#000000,#000000
88,14,0,#000000,#000000
89,14,0,#000000,#000000
90,14,0,#000000,#000000
91,14,0,#000000,#000000
92,14,0,#000000,#000000
93,14,0,#000000,#000000
94,14,0,#000000,#000000
95,14,0,#000000,#000000
96,14,0,#000000,#000000
97,14,0,#000000,#000000
98,14,0,#000000,#000000
99,14,0,#000000,#000000
0,15,0,#000000,#000000
1,15,0,#000000,#000000
2,15,0,#000000,#000000
3,15,0,#000000,#000000
4,15,0,#000000,#000000
5,15,0,#000000,#000000
6,15,0,#000000,#000000
7,15,0,#000000,#000000
8,15,0,#000000,#000000
9,15,0,#000000,#000000
10,15,0,#000000,#000000
11,15,0,#000000,#000000
12,15,0,#000000,#000000
13,15,0,#000000,#000000
14,15,176,#204000,#000000
15,15,176,#204000,#000000
16,15,176,#204000,#000000
17,15,0,#000000,#000000
18,15,176,#204000,#000000
19,15,176,#204000,#000000
20,15,0,#000000,#000000
21,15,0,#000000,#000000
22,15,0,#000000,#000000
23,15,0,#000000,#000000
24,15,0,#000000,#000000
25,15,0,#000000,#000000
26,15,0,#000000,#000000
27,15,0,#000000,#000000
28,15,0,#000000,#000000
29,15,0,#000000,#000000
30,15,0,#000000,#000000
31,15,0,#000000,#000000
32,15,0,#000000,#000000
33,15,0,#000000,#000000
34,15,0,#000000,#000000
35,15,0,#000000,#000000
36,15,0,#000000,#000000
37,15,0,#000000,#000000
38,15,0,#000000,#000000
39,15,0,#000000,#000000
40,15,0,#000000,#000000
41,15,0,#000000,#000000
42,15,0,#000000,#000000
43,15,0,#000000,#000000
44,15,0,#000000,#000000
45,15,0,#000000,#000000
46,15,0,#000000,#000000
47,15,0,#000000,#000000
48,15,0,#000000,#000000
49,15,0,#000000,#000000
50,15,0,#000000,#000000
51,15,0,#000000,#000000
52,15,0,#000000,#000000
53,15,0,#000000,#000000
54,15,0,#000000,#000000
55,15,0,#000000,#000000
56,15,0,#000000,#000000
57,15,0,#000000,#000000
58,15,0,#000000,#000000
59,15,0,#000000,#000000
60,15,0,#000000,#000000
61,15,0,#000000,#000000
62,15,0,#000000,#000000
63,15,176,#004020,#000000
64,15,176,#004020,#000000
65,15,176,#004020,#000000
66,15,0,#000000,#000000
67,15,0,#000000,#000000
68,15,0,#000000,#000000
69,15,0,#000000,#000000
70,15,0,#000000,#000000
71,15,0,#000000,#000000
72,15,0,#000000,#000000
73,15,0,#000000,#000000
74,15,0,#000000,#000000
75,15,0,#000000,#000000
76,15,0,#000000,#000000
77,15,0,#000000,#000000
78,15,0,#000000,#000000
79,15,0,#000000,#000000
80,15,0,#000000,#000000
81,15,0,#000000,#000000
82,15,0,#000000,#000000
83,15,0,#000000,#000000
84,15,0,#000000,#000000
85,15,0,#000000,#000000
86,15,0,#000000,#000000
87,15,0,#000000,#000000
88,15,0,#000000,#000000
89,15,0,#000000,#000000
90,15,0,#000000,#000000
91,15,0,#000000,#000000
92,15,0,#000000,#000000
93,15,0,#000000,#000000
94,15,0,#000000,#000000
95,15,0,#000000,#000000
96,15,42,#FFFFFF,#000000
97,15,0,#000000,#000000
98,15,0,#000000,#000000
99,15,0,#000000,#000000
0,16,0,#000000,#000000
1,16,0,#000000,#000000
2,16,0,#000000,#000000
3,16,0,#000000,#000000
4,16,0,#000000,#000000
5,16,0,#000000,#000000
6,16,0,#000000,#000000
7,16,0,#000000,#000000
8,16,0,#000000,#000000
9,16,0,#000000,#000000
10,16,0,#000000,#000000
11,16,0,#000000,#000000
12,16,0,#000000,#000000
13,16,0,#000000,#000000
14,16,176,#204000,#000000
15,16,176,#204000,#000000
16,16,178,#204000,#000000
17,16,178,#204000,#000000
18,16,178,#204000,#000000
19,16,178,#204000,#000000
20,16,0,#000000,#000000
21,16,0,#000000,#000000
22,16,0,#000000,#000000
23,16,0,#000000,#000000
24,16,0,#000000,#000000
25,16,0,#000000,#000000
26,16,0,#000000,#000000
27,16,0,#000000,#000000
28,16,0,#000000,#000000
29,16,0,#000000,#000000
30,16,0,#000000,#000000
31,16,0,#000000,#000000
32,16,0,#000000,#000000
33,16,0,#000000,#000000
34,16,0,#000000,#000000
35,16,0,#000000,#000000
36,16,0,#000000,#000000
37,16,0,#000000,#000000
38,16,0,#000000,#000000
39,16,0,#000000,#000000
40,16,0,#000000,#000000
41,16,0,#000000,#000000
42,16,0,#000000,#000000
43,16,0,#000000,#000000
44,16,0,#000000,#000000
45,16,0,#000000,#000000
46,16,0,#000000,#000000
47,16,0,#000000,#000000
48,16,0,#000000,#000000
49,16,0,#000000,#000000
50,16,0,#000000,#000000
51,16,0,#000000,#000000
52,16,0,#000000,#000000
53,16,0,#000000,#000000
54,16,0,#000000,#000000
55,16,0,#000000,#000000
56,16,0,#000000,#000000
57,16,0,#000000,#000000
58,16,0,#000000,#000000
59,16,0,#000000,#000000
60,16,0,#000000,#000000
61,16,0,#000000,#000000
62,16,0,#000000,#000000
63,16,176,#004020,#000000
64,16,176,#004020,#000000
65,16,177,#004020,#000000
66,16,176,#004020,#000000
67,16,0,#000000,#000000
68,16,0,#000000,#000000
69,16,0,#000000,#000000
70,16,0,#000000,#000000
71,16,0,#000000,#000000
72,16,0,#000000,#000000
73,16,0,#000000,#000000
74,16,0,#000000,#000000
75,16,0,#000000,#000000
76,16,0,#000000,#000000
77,16,0,#000000,#000000
78,16,0,#000000,#000000
79,16,0,#000000,#000000
80,16,0,#000000,#000000
81,16,0,#000000,#000000
82,16,0,#000000,#000000
83,16,0,#000000,#000000
84,16,0,#000000,#000000
85,16,0,#000000,#000000
86,16,0,#000000,#000000
87,16,0,#000000,#000000
88,16,0,#000000,#000000
89,16,0,#000000,#000000
90,16,0,#000000,#000000
91,16,37,#FFFFFF,#000000
92,16,0,#000000,#000000
93,16,0,#000000,#000000
94,16,0,#000000,#000000
95,16,0,#000000,#000000
96,16,0,#000000,#000000
97,16,0,#000000,#000000
98,16,0,#000000,#000000
99,16,0,#000000,#000000
0,17,0,#000000,#000000
1,17,0,#000000,#000000
2,17,176,#004020,#000000
3,17,176,#004020,#000000
4,17,0,#000000,#000000
5,17,0,#000000,#000000
6,17,176,#004020,#000000
7,17,176,#004020,#000000
8,17,0,#000000,#000000
9,17,0,#000000,#000000
10,17,0,#000000,#000000
11,17,0,#000000,#000000
12,17,0,#000000,#000000
13,17,0,#000000,#000000
14,17,178,#204000,#000000
15,17,176,#204000,#000000
16,17,178,#204000,#000000
17,17,176,#204000,#000000
18,17,178,#204000,#000000
19,17,178,#204000,#000000
20,17,176,#204000,#000000
21,17,0,#000000,#000000
22,17,0,#000000,#000000
23,17,0,#000000,#000000
24,17,0,#000000,#000000
25,17,0,#000000,#000000
26,17,0,#000000,#000000
27,17,0,#000000,#000000
28,17,0,#000000,#000000
29,17,0,#000000,#000000
30,17,0,#000000,#000000
31,17,0,#000000,#000000
32,17,0,#000000,#000000
33,17,0,#000000,#000000
34,17,0,#000000,#000000
35,17,0,#000000,#000000
36,17,0,#000000,#000000
37,17,0,#000000,#000000
38,17,0,#000000,#000000
39,17,0,#000000,#000000
40,17,0,#000000,#000000
41,17,0,#000000,#000000
42,17,0,#000000,#000000
43,17,0,#000000,#000000
44,17,0,#000000,#000000
45,17,0,#000000,#000000
46,17,0,#000000,#000000
47,17,0,#000000,#000000
48,17,0,#000000,#000000
49,17,0,#000000,#000000
50,17,0,#000000,#000000
51,17,0,#000000,#000000
52,17,0,#000000,#000000
53,17,0,#000000,#000000
54,17,0,#000000,#000000
55,17,0,#000000,#000000
56,17,0,#000000,#000000
57,17,0,#000000,#000000
58,17,0,#000000,#000000
59,17,0,#000000,#000000
60,17,0,#000000,#000000
61,17,0,#000000,#000000
62,17,0,#000000,#000000
63,17,176,#004020,#000000
64,17,177,#004020,#000000
65,17,177,#004020,#000000
66,17,176,#004020,#000000
67,17,0,#000000,#000000
68,17,0,#000000,#000000
69,17,0,#000000,#000000
70,17,0,#000000,#000000
71,17,0,#000000,#000000
72,17,0,#000000,#000000
73,17,0,#000000,#000000
74,17,0,#000000,#000000
75,17,0,#000000,#000000
76,17,0,#000000,#000000
77,17,0,#000000,#000000
78,17,0,#000000,#000000
79,17,0,#000000,#000000
80,17,0,#000000,#000000
81,17,0,#000000,#000000
82,17,0,#000000,#000000
83,17,0,#000000,#000000
84,17,0,#000000,#000000
85,17,0,#000000,#000000
86,17,0,#000000,#000000
87,17,0,#000000,#000000
88,17,0,#000000,#000000
89,17,0,#000000,#000000
90,17,0,#000000,#000000
91,17,0,#000000,#000000
92,17,0,#000000,#000000
93,17,0,#000000,#000000
94,17,0,#000000,#000000
95,17,0,#000000,#000000
96,17,0,#000000,#000000
97,17,0,#000000,#000000
98,17,0,#000000,#000000
99,17,0,#000000,#000000
0,18,0,#000000,#000000
1,18,176,#004020,#000000
2,18,176,#004020,#000000
3,18,176,#004020,#000000
4,18,176,#004020,#000000
5,18,176,#004020,#000000
6,18,176,#004020,#000000
7,18,176,#004020,#000000
8,18,176,#004020,#000000
9,18,178,#004020,#000000
10,18,176,#204000,#000000
11,18,176,#204000,#000000
12,18,176,#204000,#000000
13,18,176,#204000,#000000
14,18,178,#204000,#000000
15,18,176,#204000,#000000
16,18,178,#204000,#000000
17,18,178,#204000,#000000
18,18,176,#204000,#000000
19,18,176,#006600,#000000
20,18,176,#006600,#000000
21,18,176,#204000,#000000
22,18,0,#000000,#000000
23,18,0,#000000,#000000
24,18,0,#000000,#000000
25,18,0,#000000,#000000
26,18,176,#004020,#000000
27,18,0,#000000,#000000
28,18,0,#000000,#000000
29,18,0,#000000,#000000
30,18,176,#006600,#000000
31,18,0,#000000,#000000
32,18,176,#004020,#000000
33,18,0,#000000,#000000
34,18,0,#000000,#000000
35,18,0,#000000,#000000
36,18,0,#000000,#000000
37,18,0,#000000,#000000
38,18,0,#000000,#000000
39,18,0,#000000,#000000
40,18,0,#000000,#000000
41,18,0,#000000,#000000
42,18,0,#000000,#000000
43,18,0,#000000,#000000
44,18,0,#000000,#000000
45,18,0,#000000,#000000
46,18,0,#000000,#000000
47,18,0,#000000,#000000
48,18,0,#000000,#000000
49,18,0,#000000,#000000
50,18,0,#000000,#000000
51,18,0,#000000,#000000
52,18,0,#000000,#000000
53,18,0,#000000,#000000
54,18,0,#000000,#000000
55,18,0,#000000,#000000
56,18,0,#000000,#000000
57,18,0,#000000,#000000
58,18,0,#000000,#000000
59,18,0,#000000,#000000
60,18,0,#000000,#000000
61,18,0,#000000,#000000
62,18,0,#000000,#000000
63,18,176,#004020,#000000
64,18,177,#004020,#000000
65,18,177,#004020,#000000
66,18,176,#004020,#000000
67,18,0,#000000,#000000
68,18,0,#000000,#000000
69,18,0,#000000,#000000
70,18,0,#000000,#000000
71,18,0,#000000,#000000
72,18,0,#000000,#000000
73,18,0,#000000,#000000
74,18,0,#000000,#000000
75,18,0,#000000,#000000
76,18,0,#000000,#000000
77,18,0,#000000,#000000
78,18,0,#000000,#000000
79,18,0,#000000,#000000
80,18,0,#000000,#000000
81,18,0,#000000,#000000
82,18,0,#000000,#000000
83,18,0,#000000,#000000
84,18,0,#000000,#000000
85,18,0,#000000,#000000
86,18,0,#000000,#000000
87,18,0,#000000,#000000
88,18,0,#000000,#000000
89,18,0,#000000,#000000
90,18,0,#000000,#000000
91,18,0,#000000,#000000
92,18,0,#000000,#000000
93,18,0,#000000,#000000
94,18,0,#000000,#000000
95,18,0,#000000,#000000
96,18,0,#000000,#000000
97,18,0,#000000,#000000
98,18,0,#000000,#000000
99,18,0,#000000,#000000
0,19,0,#000000,#000000
1,19,176,#004020,#000000
2,19,177,#004020,#000000
3,19,178,#004020,#000000
4,19,178,#004020,#000000
5,19,177,#004020,#000000
6,19,177,#004020,#000000
7,19,177,#004020,#000000
8,19,177,#004020,#000000
9,19,176,#004020,#000000
10,19,176,#204000,#000000
11,19,178,#204000,#000000
12,19,176,#204000,#000000
13,19,177,#204000,#000000
14,19,178,#204000,#000000
15,19,178,#204000,#000000
16,19,176,#204000,#000000
17,19,176,#204000,#000000
18,19,178,#204000,#000000
19,19,178,#204000,#000000
20,19,176,#006600,#000000
21,19,176,#204000,#000000
22,19,0,#000000,#000000
23,19,0,#000000,#000000
24,19,0,#000000,#000000
25,19,176,#004020,#000000
26,19,176,#004020,#000000
27,19,0,#000000,#000000
28,19,0,#000000,#000000
29,19,176,#006600,#000000
30,19,176,#006600,#000000
31,19,0,#000000,#000000
32,19,176,#004020,#000000
33,19,176,#004020,#000000
34,19,176,#004020,#000000
35,19,0,#000000,#000000
36,19,0,#000000,#000000
37,19,0,#000000,#000000
38,19,0,#000000,#000000
39,19,0,#000000,#000000
40,19,0,#000000,#000000
41,19,0,#000000,#000000
42,19,0,#000000,#000000
43,19,0,#000000,#000000
44,19,0,#000000,#000000
45,19,0,#000000,#000000
46,19,0,#000000,#000000
47,19,0,#000000,#000000
48,19,0,#000000,#000000
49,19,0,#000000,#000000
50,19,0,#000000,#000000
